target_column,model_type,pre_period_start,pre_period_end,impact_date,post_period_end,actual_average,predicted_average,predicted_lower_average,predicted_upper_average,abs_effect_average,abs_effect_lower_average,abs_effect_upper_average,rel_effect_average,rel_effect_lower_average,rel_effect_upper_average,actual_cumulative,predicted_cumulative,predicted_lower_cumulative,predicted_upper_cumulative,abs_effect_cumulative,abs_effect_lower_cumulative,abs_effect_upper_cumulative,rel_effect_cumulative,rel_effect_lower_cumulative,rel_effect_upper_cumulative,p_value,mse,rmse
JOLTS_Job_Openings,Causal Impact,2015-01-01,2022-11-01,2022-12-01,2025-08-01,8328.4541015625,10291.88671875,9387.474267578125,11286.52802734375,-1963.4326171875,-2958.0739257812493,-1059.0201660156254,-0.1907747983932495,-0.28741804166889645,-0.1028985447426542,274839.0,339632.25,309786.659375,372455.42265625,-64793.25,-97616.42265625001,-34947.65937499999,-0.19077472388744354,-0.28741800184243405,-0.10289853032213515,0.0,428720.6237087112,654.7676104609262
JOLTS_Job_Openings,PyMC STS,2015-01-01,2022-11-01,2022-12-01,2025-08-01,8328.454545454546,11453.541826370103,11168.027640000222,11739.056012739984,-3125.0872809155567,-3410.6014672854376,-2839.5730945456758,-0.26716286030228986,-0.2921515113092578,-0.24217420929532193,274839.0,377966.8802702134,368544.9121200073,387388.8484204195,-103127.88027021337,-112549.84842041944,-93705.9121200073,-0.27284898665323776,-0.2977770124725111,-0.24792096083396442,4.32542890393961e-13,5487.47638030357,74.07750252474479
JOLTS_Job_Openings,DiD,2015-01-01,2022-11-01,2022-12-01,2025-08-01,8328.454545454546,9752.282375991588,8027.312264198965,11477.252487784208,-1423.827830537042,-3148.797942329664,301.1422812555802,-0.1470557368996905,-0.3240380578055804,0.02992658400619946,274839.0,321825.3184077224,264901.30471856584,378749.33209687885,-46986.318407722385,-103910.3320968789,9937.695281434146,-0.1459994466569443,-0.322878052637345,0.0308791593234564,0.0,221675.3502702965,470.82411819096154
JOLTS_Job_Openings,DoWhy,2015-01-01,2022-11-01,2022-12-01,2025-08-01,8328.454545454546,9421.291079523116,7403.8323913663025,11438.749767679928,-1092.836534068571,-3110.295222225385,924.6221540882428,-0.11533689419831912,-0.32971054573809455,0.09903675734145631,274839.0,310902.6056242628,244326.468915088,377478.74233343767,-36063.60562426284,-102639.7423334377,30512.531084912014,-0.1159964727598553,-0.3301347125327138,0.09814176701300317,8.15067572101924e-07,180065.41137840218,424.34114975854294
